region,caseNumber,caseNumberFull,consulate,status,submitDate,statusDate,Issued,AP,Ready,Refused,Refused221g,InTransit,Transfer,NVC,2nlDate
AF,8065,2023AF8065,CRO,Issued,25-Oct-2021,06-Apr-2023,1,0,0,0,0,0,0,0,15-Feb-2023
AF,8066,2023AF8066,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8069,2023AF8069,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8070,2023AF8070,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8072,2023AF8072,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8073,2023AF8073,JHN,Refused,30-Oct-2021,04-May-2023,0,0,0,2,0,0,0,0,15-Feb-2023
AF,8074,2023AF8074,NRB,Ready,03-Nov-2021,16-Mar-2023,0,0,1,0,0,0,0,0,25-Jan-2023
AF,8078,2023AF8078,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8082,2023AF8082,CRO,Refused221g,04-Nov-2021,19-Apr-2023,0,0,0,0,1,0,0,0,15-Feb-2023
AF,8083,2023AF8083,YDE,Issued,04-Nov-2021,01-Feb-2023,3,0,0,0,0,0,0,0,01-Jan-2023
AF,8084,2023AF8084,KGL,Issued,13-Oct-2021,09-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8086,2023AF8086,CSB,Refused,22-Oct-2021,04-Apr-2023,0,0,0,1,0,0,0,0,01-Jan-2023
AF,8088,2023AF8088,CRO,Issued,11-Oct-2021,06-Mar-2023,3,0,1,0,0,0,0,0,17-Jan-2023
AF,8089,2023AF8089,CSB,Issued,23-Oct-2021,23-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8092,2023AF8092,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8093,2023AF8093,CRO,Refused,05-Nov-2021,16-Apr-2023,0,0,0,6,0,0,0,0,17-Jan-2023
AF,8096,2023AF8096,ADD,Ready,25-Oct-2021,20-Apr-2023,0,0,1,0,0,0,0,0,14-Apr-2023
AF,8097,2023AF8097,ANK,Refused221g,08-Nov-2021,09-Mar-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,8098,2023AF8098,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8099,2023AF8099,ADD,Issued,26-Oct-2021,20-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8105,2023AF8105,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8106,2023AF8106,LOM,Ready,15-Oct-2021,25-Apr-2023,0,0,2,0,0,0,0,0,18-Apr-2023
AF,8107,2023AF8107,ALG,Issued,08-Nov-2021,15-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8108,2023AF8108,DKR,Issued,28-Oct-2021,02-Feb-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8109,2023AF8109,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8110,2023AF8110,NRB,Issued,10-Oct-2021,21-Mar-2023,1,0,0,0,0,0,0,0,25-Jan-2023
AF,8111,2023AF8111,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8117,2023AF8117,CSB,Issued,25-Oct-2021,28-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8118,2023AF8118,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8120,2023AF8120,CRO,Refused221g,21-Oct-2021,01-May-2023,0,0,0,0,1,0,0,0,15-Feb-2023
AF,8121,2023AF8121,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8122,2023AF8122,DKR,Refused221g,01-Nov-2021,14-Dec-2022,0,0,0,0,1,0,0,0,01-Jan-2023
AF,8124,2023AF8124,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8125,2023AF8125,CRO,Issued,29-Oct-2021,06-Apr-2023,2,0,0,0,1,0,0,0,15-Feb-2023
AF,8127,2023AF8127,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8128,2023AF8128,CRO,Refused221g,28-Oct-2021,03-Apr-2023,0,0,3,0,1,0,0,0,15-Feb-2023
AF,8130,2023AF8130,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8132,2023AF8132,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8134,2023AF8134,JHN,Refused,05-Nov-2021,05-Apr-2023,0,0,0,1,0,0,0,0,15-Feb-2023
AF,8135,2023AF8135,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8136,2023AF8136,KHT,Issued,04-Nov-2021,07-Feb-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8140,2023AF8140,KIN,Refused221g,11-Oct-2021,23-Mar-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,8142,2023AF8142,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8143,2023AF8143,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8147,2023AF8147,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8148,2023AF8148,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8149,2023AF8149,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8150,2023AF8150,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8152,2023AF8152,COT,Ready,09-Nov-2021,27-Mar-2023,0,0,1,0,0,0,0,0,24-Mar-2023
AF,8157,2023AF8157,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8158,2023AF8158,YDE,Issued,29-Oct-2021,08-Mar-2023,1,0,0,0,0,0,0,0,20-Jan-2023
AF,8159,2023AF8159,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8160,2023AF8160,ALG,Issued,02-Nov-2021,15-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8163,2023AF8163,NRB,Issued,06-Oct-2021,30-Mar-2023,2,0,0,0,0,0,0,0,25-Jan-2023
AF,8164,2023AF8164,CSB,Issued,11-Oct-2021,28-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,8167,2023AF8167,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8168,2023AF8168,NRB,Issued,26-Oct-2021,16-Mar-2023,2,0,0,0,0,0,0,0,25-Jan-2023
AF,8170,2023AF8170,LOM,Issued,08-Oct-2021,04-May-2023,4,0,0,0,0,0,0,0,21-Feb-2023
AF,8171,2023AF8171,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,8172,2023AF8172,CSB,Issued,06-Nov-2021,06-Feb-2023,4,0,0,0,0,0,0,0,01-Jan-2023
AF,8173,2023AF8173,ANK,Ready,25-Oct-2021,05-Apr-2023,0,0,1,0,0,0,0,0,17-Jan-2023
